"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
247,247,"VNM","Vietnam","VIET NAM","Viet Nam","Viet Nam","Annam|Cochin-China|Tongking","","","Viêt Nam ","Vietnam ","<U+0412><U+044C><U+0435><U+0442><U+043D><U+0430><U+043C>","<U+0641><U+064A><U+062A><U+0646><U+0627><U+0645>","<U+8D8A><U+5357> ","","North Vietnam|South Vietnam","Vietnam","VN",NA,"VM",704,"Unknown","Present",NA
